config,repeat,opponent,winrate,beaten
switch_cost_0,0,simple-uber-1501,0.6666666666666666,True
switch_cost_0,0,simple-ou-1502,1.0,True
switch_cost_0,0,simple-uu-1503,1.0,True
switch_cost_0,0,simple-ru-1504,1.0,True
switch_cost_0,0,simple-nu-1505,1.0,True
switch_cost_0,0,max_damage-uber-1506,0.0,False
switch_cost_0,0,max_damage-ou-1507,1.0,True
switch_cost_0,0,max_damage-uu-1508,1.0,True
switch_cost_0,0,max_damage-ru-1509,1.0,True
switch_cost_0,0,max_damage-nu-1510,1.0,True
switch_cost_0,0,random-uber-1511,1.0,True
switch_cost_0,0,random-ou-1512,1.0,True
switch_cost_0,0,random-uu-1513,1.0,True
switch_cost_0,0,random-ru-1514,1.0,True
switch_cost_0,0,random-nu-1515,1.0,True
switch_cost_0,1,simple-uber-1601,0.6666666666666666,True
switch_cost_0,1,simple-ou-1602,1.0,True
switch_cost_0,1,simple-uu-1603,1.0,True
switch_cost_0,1,simple-ru-1604,1.0,True
switch_cost_0,1,simple-nu-1605,1.0,True
switch_cost_0,1,max_damage-uber-1606,0.0,False
switch_cost_0,1,max_damage-ou-1607,1.0,True
switch_cost_0,1,max_damage-uu-1608,1.0,True
switch_cost_0,1,max_damage-ru-1609,1.0,True
switch_cost_0,1,max_damage-nu-1610,1.0,True
switch_cost_0,1,random-uber-1611,1.0,True
switch_cost_0,1,random-ou-1612,1.0,True
switch_cost_0,1,random-uu-1613,1.0,True
switch_cost_0,1,random-ru-1614,1.0,True
switch_cost_0,1,random-nu-1615,1.0,True
switch_cost_0,2,simple-uber-1701,0.3333333333333333,False
switch_cost_0,2,simple-ou-1702,1.0,True
switch_cost_0,2,simple-uu-1703,1.0,True
switch_cost_0,2,simple-ru-1704,1.0,True
switch_cost_0,2,simple-nu-1705,1.0,True
switch_cost_0,2,max_damage-uber-1706,0.0,False
switch_cost_0,2,max_damage-ou-1707,1.0,True
switch_cost_0,2,max_damage-uu-1708,1.0,True
switch_cost_0,2,max_damage-ru-1709,1.0,True
switch_cost_0,2,max_damage-nu-1710,1.0,True
switch_cost_0,2,random-uber-1711,1.0,True
switch_cost_0,2,random-ou-1712,1.0,True
switch_cost_0,2,random-uu-1713,1.0,True
switch_cost_0,2,random-ru-1714,1.0,True
switch_cost_0,2,random-nu-1715,1.0,True
