battle_tag,turn,my_pokemon,my_hp_fraction,my_status,opp_pokemon,opp_hp_fraction,opp_status,branch,candidates,chosen_action,chosen_score,we_move_first
battle-gen9ubers-8794,1,ribombee,1.0,,deoxysspeed,1.0,,ribombee_opening,[],move:stickyweb,,False
battle-gen9ubers-8794,2,ribombee,1.0,,deoxysspeed,1.0,,ribombee_opening,[],move:stunspore,,False
battle-gen9ubers-8794,3,ribombee,0.2260536398467433,,deoxysspeed,1.0,,general_scoring,"[('switch', 'arceusghost', 230.0), ('move', 'uturn', 210.0), ('move', 'moonblast', 142.5), ('switch', 'zaciancrowned', 70.0), ('move', 'stunspore', 30.0), ('move', 'stickyweb', 10.0), ('switch', 'kyogre', 10.0), ('switch', 'eternatus', -20.0), ('switch', 'koraidon', -50.0)]",switch:arceusghost,230.0,False
battle-gen9ubers-8794,4,arceusghost,0.8756218905472637,,deoxysspeed,1.0,,general_scoring,"[('move', 'judgment', 300.0), ('switch', 'ribombee', 100.0), ('move', 'powergem', 80.0), ('switch', 'zaciancrowned', 70.0), ('move', 'aurasphere', 40.0), ('switch', 'kyogre', 10.0), ('move', 'calmmind', 0.0), ('switch', 'eternatus', -20.0), ('switch', 'koraidon', -50.0)]",move:judgment,300.0,False
battle-gen9ubers-8794,5,arceusghost,0.7014925373134329,,deoxysspeed,0.01,,hard_ko,[],move:judgment,,False
battle-gen9ubers-8794,6,arceusghost,0.7014925373134329,,kingambit,0.67,,hard_ko,[],move:aurasphere,,True
battle-gen9ubers-8794,7,arceusghost,0.7014925373134329,,koraidon,1.0,,general_scoring,"[('switch', 'ribombee', 545.0), ('move', 'judgment', 150.0), ('switch', 'eternatus', 130.0), ('move', 'aurasphere', 80.0), ('switch', 'koraidon', 67.5), ('move', 'calmmind', 60.0), ('move', 'powergem', 40.0), ('switch', 'zaciancrowned', 40.0), ('switch', 'kyogre', -10.0)]",switch:ribombee,545.0,True
battle-gen9ubers-8794,8,ribombee,0.10344827586206896,,koraidon,1.0,,hard_ko,[],move:moonblast,,True
battle-gen9ubers-8794,9,ribombee,0.10344827586206896,,zaciancrowned,0.8,,general_scoring,"[('switch', 'eternatus', 110.0), ('switch', 'kyogre', 90.0), ('move', 'moonblast', 71.25), ('switch', 'arceusghost', 40.0), ('switch', 'zaciancrowned', 40.0), ('move', 'stunspore', 30.0), ('move', 'uturn', 26.25), ('move', 'stickyweb', 10.0), ('switch', 'koraidon', -50.0)]",switch:eternatus,110.0,True
battle-gen9ubers-8794,10,eternatus,0.07838479809976247,,zaciancrowned,0.8,,hard_ko,[],move_tera:fireblast,,True
battle-gen9ubers-8794,11,eternatus,0.07838479809976247,,koraidon,1.0,,general_scoring,"[('switch', 'ribombee', 545.0), ('move', 'dynamaxcannon', 200.0), ('move', 'sludgebomb', 90.0), ('move', 'fireblast', 82.5), ('switch', 'koraidon', 67.5), ('move', 'meteorbeam', 60.0), ('switch', 'arceusghost', 40.0), ('switch', 'zaciancrowned', 40.0), ('switch', 'kyogre', -10.0)]",switch:ribombee,545.0,True
battle-gen9ubers-8794,11,ribombee,0,FNT,koraidon,1.0,,forced_switch,[],switch:eternatus,,True
battle-gen9ubers-8794,11,eternatus,0,FNT,koraidon,1.0,,forced_switch,[],switch:koraidon,,True
battle-gen9ubers-8794,12,koraidon,0.8768328445747801,,koraidon,1.0,,general_scoring,"[('move', 'scaleshot', 237.5), ('move', 'flareblitz', 60.0), ('switch', 'arceusghost', 40.0), ('switch', 'zaciancrowned', 40.0), ('move', 'taunt', 10.0), ('move', 'swordsdance', 0.0), ('switch', 'kyogre', -10.0)]",move:scaleshot,237.5,True
battle-gen9ubers-8794,13,koraidon,0.8768328445747801,,arceusfairy,1.0,,general_scoring,"[('switch', 'zaciancrowned', 220.0), ('move', 'flareblitz', 120.0), ('switch', 'arceusghost', 40.0), ('move', 'taunt', 10.0), ('switch', 'kyogre', 10.0), ('move', 'swordsdance', 0.0), ('move', 'scaleshot', 0.0)]",switch:zaciancrowned,220.0,True
battle-gen9ubers-8794,14,zaciancrowned,0.6676923076923077,,arceusfairy,1.0,,general_scoring,"[('move', 'behemothblade', 300.0), ('move', 'wildcharge', 90.0), ('move', 'swordsdance', 60.0), ('move', 'closecombat', 60.0), ('switch', 'arceusghost', 40.0), ('switch', 'kyogre', 10.0), ('switch', 'koraidon', -170.0)]",move:behemothblade,300.0,True
battle-gen9ubers-8794,15,zaciancrowned,0.4430769230769231,,arceusfairy,0.09,,hard_ko,[],move:behemothblade,,True
battle-gen9ubers-8794,16,zaciancrowned,0.4430769230769231,,deoxysspeed,0.01,,hard_ko,[],move:behemothblade,,True
battle-gen9ubers-8794,17,zaciancrowned,0.4430769230769231,,eternatus,1.0,,general_scoring,"[('move', 'behemothblade', 150.0), ('switch', 'kyogre', 90.0), ('switch', 'koraidon', 67.5), ('move', 'swordsdance', 60.0), ('move', 'closecombat', 60.0), ('move', 'wildcharge', 45.0), ('switch', 'arceusghost', 40.0)]",move:behemothblade,150.0,True
battle-gen9ubers-8794,18,zaciancrowned,0.4430769230769231,,eternatus,0.35,,hard_ko,[],move:behemothblade,,True
battle-gen9ubers-8795,1,ribombee,1.0,,arceusfairy,1.0,,ribombee_opening,[],move:stickyweb,,True
battle-gen9ubers-8795,2,ribombee,0.0038314176245210726,,arceusfairy,1.0,,ribombee_opening,[],move:stunspore,,True
battle-gen9ubers-8795,2,ribombee,0,FNT,arceusfairy,1.0,,forced_switch,[],switch:zaciancrowned,,True
battle-gen9ubers-8795,3,zaciancrowned,1.0,,arceusfairy,1.0,,general_scoring,"[('move', 'behemothblade', 300.0), ('switch', 'eternatus', 200.0), ('move', 'wildcharge', 90.0), ('move', 'swordsdance', 60.0), ('move', 'closecombat', 60.0), ('switch', 'arceusghost', 40.0), ('switch', 'kyogre', 10.0), ('switch', 'koraidon', -170.0)]",move:behemothblade,300.0,True
battle-gen9ubers-8795,4,zaciancrowned,0.7876923076923077,,arceusfairy,0.08,,hard_ko,[],move:behemothblade,,True
battle-gen9ubers-8795,5,zaciancrowned,0.7876923076923077,,zaciancrowned,1.0,,general_scoring,"[('move', 'behemothblade', 150.0), ('move', 'closecombat', 120.0), ('switch', 'eternatus', 110.0), ('move', 'wildcharge', 90.0), ('switch', 'kyogre', 90.0), ('move', 'swordsdance', 60.0), ('switch', 'arceusghost', 40.0), ('switch', 'koraidon', -50.0)]",move:behemothblade,150.0,True
battle-gen9ubers-8795,5,zaciancrowned,0,FNT,zaciancrowned,0.13,,forced_switch,[],switch:eternatus,,True
battle-gen9ubers-8795,6,eternatus,1.0,,zaciancrowned,0.13,,hard_ko,[],move:fireblast,,True
battle-gen9ubers-8795,7,eternatus,1.0,,deoxysspeed,1.0,,general_scoring,"[('switch', 'arceusghost', 230.0), ('move', 'dynamaxcannon', 150.0), ('move', 'sludgebomb', 135.0), ('move', 'meteorbeam', 120.0), ('move', 'fireblast', 110.0), ('switch', 'kyogre', 10.0), ('switch', 'koraidon', -50.0)]",switch:arceusghost,230.0,True
battle-gen9ubers-8795,8,arceusghost,1.0,,deoxysspeed,1.0,,general_scoring,"[('move', 'judgment', 300.0), ('move', 'powergem', 80.0), ('move', 'calmmind', 60.0), ('move', 'aurasphere', 40.0), ('switch', 'kyogre', 10.0), ('switch', 'eternatus', -20.0), ('switch', 'koraidon', -50.0)]",move:judgment,300.0,False
battle-gen9ubers-8795,9,arceusghost,0.6791044776119403,,deoxysspeed,0.01,,hard_ko,[],move:judgment,,False
battle-gen9ubers-8795,10,arceusghost,0.6791044776119403,,kingambit,1.0,,general_scoring,"[('move', 'aurasphere', 320.0), ('switch', 'koraidon', 130.0), ('switch', 'eternatus', 110.0), ('switch', 'kyogre', 90.0), ('move', 'judgment', 75.0), ('move', 'calmmind', 60.0), ('move', 'powergem', 40.0)]",move:aurasphere,320.0,True
battle-gen9ubers-8795,11,arceusghost,0.6791044776119403,,koraidon,1.0,,general_scoring,"[('move', 'judgment', 150.0), ('switch', 'eternatus', 130.0), ('move', 'aurasphere', 80.0), ('switch', 'koraidon', 67.5), ('move', 'calmmind', 60.0), ('move', 'powergem', 40.0), ('switch', 'kyogre', -10.0)]",move:judgment,150.0,True
battle-gen9ubers-8795,12,arceusghost,0.34577114427860695,,koraidon,0.24,,hard_ko,[],move:judgment,,False
battle-gen9ubers-8795,12,arceusghost,0,FNT,koraidon,0.14,,forced_switch,[],switch:eternatus,,False
battle-gen9ubers-8795,13,eternatus,0.8764845605700713,,koraidon,0.14,,hard_ko,[],move:dynamaxcannon,,False
battle-gen9ubers-8795,13,eternatus,0,FNT,koraidon,0.04,,forced_switch,[],switch:koraidon,,False
battle-gen9ubers-8795,14,koraidon,0.8768328445747801,,koraidon,0.04,,hard_ko,[],move:scaleshot,,False
battle-gen9ubers-8795,14,koraidon,0,FNT,koraidon,0,FNT,forced_switch,[],switch:kyogre,,False
battle-gen9ubers-8795,15,kyogre,0.875,,eternatus,1.0,,general_scoring,"[('move', 'earthquake', 200.0), ('move', 'bodyslam', 85.0), ('move', 'terablast', 80.0), ('move', 'waterfall', 60.0)]",move:earthquake,200.0,False
