config,opponent,repeats,mean_winrate,stdev_winrate,beaten_count
switch_defense_weight_90,max_damage-nu,3,1.0,0.0,3
switch_defense_weight_90,max_damage-ou,3,1.0,0.0,3
switch_defense_weight_90,max_damage-ru,3,1.0,0.0,3
switch_defense_weight_90,max_damage-uber,3,1.0,0.0,3
switch_defense_weight_90,max_damage-uu,3,1.0,0.0,3
switch_defense_weight_90,random-nu,3,1.0,0.0,3
switch_defense_weight_90,random-ou,3,1.0,0.0,3
switch_defense_weight_90,random-ru,3,1.0,0.0,3
switch_defense_weight_90,random-uber,3,1.0,0.0,3
switch_defense_weight_90,random-uu,3,1.0,0.0,3
switch_defense_weight_90,simple-nu,3,1.0,0.0,3
switch_defense_weight_90,simple-ou,3,1.0,0.0,3
switch_defense_weight_90,simple-ru,3,1.0,0.0,3
switch_defense_weight_90,simple-uber,3,0.8888888888888888,0.1924500897298753,3
switch_defense_weight_90,simple-uu,3,1.0,0.0,3
