config,repeat,opponent,winrate,beaten
counter_bonus_20,0,simple-uber-201,0.6666666666666666,True
counter_bonus_20,0,simple-ou-202,1.0,True
counter_bonus_20,0,simple-uu-203,1.0,True
counter_bonus_20,0,simple-ru-204,1.0,True
counter_bonus_20,0,simple-nu-205,1.0,True
counter_bonus_20,0,max_damage-uber-206,0.0,False
counter_bonus_20,0,max_damage-ou-207,1.0,True
counter_bonus_20,0,max_damage-uu-208,1.0,True
counter_bonus_20,0,max_damage-ru-209,1.0,True
counter_bonus_20,0,max_damage-nu-210,1.0,True
counter_bonus_20,0,random-uber-211,1.0,True
counter_bonus_20,0,random-ou-212,1.0,True
counter_bonus_20,0,random-uu-213,1.0,True
counter_bonus_20,0,random-ru-214,1.0,True
counter_bonus_20,0,random-nu-215,1.0,True
