battle_tag,turn,my_pokemon,my_hp_fraction,my_status,opp_pokemon,opp_hp_fraction,opp_status,branch,candidates,chosen_action,chosen_score,we_move_first
battle-gen9ubers-6488,1,ribombee,1.0,,arceusfairy,1.0,,ribombee_opening,[],move:stickyweb,,True
battle-gen9ubers-6488,2,ribombee,0.09195402298850575,,arceusfairy,1.0,,ribombee_opening,[],move:stunspore,,True
battle-gen9ubers-6488,2,ribombee,0,FNT,arceusfairy,1.0,,forced_switch,[],switch:zaciancrowned,,True
battle-gen9ubers-6488,3,zaciancrowned,1.0,,arceusfairy,1.0,,general_scoring,"[('move', 'behemothblade', 300.0), ('switch', 'eternatus', 205.0), ('move', 'wildcharge', 90.0), ('switch', 'arceusghost', 65.0), ('move', 'swordsdance', 60.0), ('move', 'closecombat', 60.0), ('switch', 'kyogre', 35.0), ('switch', 'koraidon', -145.0)]",move:behemothblade,300.0,True
battle-gen9ubers-6488,4,zaciancrowned,0.7692307692307693,,arceusfairy,0.01,,hard_ko,[],move:behemothblade,,True
battle-gen9ubers-6488,5,zaciancrowned,0.7692307692307693,,zaciancrowned,1.0,,general_scoring,"[('move', 'behemothblade', 150.0), ('switch', 'eternatus', 135.0), ('move', 'closecombat', 120.0), ('switch', 'kyogre', 115.0), ('move', 'wildcharge', 90.0), ('switch', 'arceusghost', 65.0), ('move', 'swordsdance', 60.0), ('switch', 'koraidon', -25.0)]",move:behemothblade,150.0,True
battle-gen9ubers-6488,5,zaciancrowned,0,FNT,zaciancrowned,0.23,,forced_switch,[],switch:eternatus,,True
battle-gen9ubers-6488,6,eternatus,1.0,,zaciancrowned,0.23,,hard_ko,[],move:fireblast,,True
battle-gen9ubers-6488,7,eternatus,1.0,,deoxysspeed,1.0,,general_scoring,"[('switch', 'arceusghost', 235.0), ('move', 'dynamaxcannon', 150.0), ('move', 'sludgebomb', 135.0), ('move', 'meteorbeam', 120.0), ('move', 'fireblast', 110.0), ('switch', 'kyogre', 35.0), ('switch', 'koraidon', -25.0)]",switch:arceusghost,235.0,True
battle-gen9ubers-6488,8,arceusghost,1.0,,deoxysspeed,1.0,,general_scoring,"[('move', 'judgment', 300.0), ('move', 'powergem', 80.0), ('move', 'calmmind', 60.0), ('move', 'aurasphere', 40.0), ('switch', 'kyogre', 35.0), ('switch', 'eternatus', 5.0), ('switch', 'koraidon', -25.0)]",move:judgment,300.0,False
battle-gen9ubers-6488,9,arceusghost,0.654228855721393,,deoxysspeed,0.01,,hard_ko,[],move:judgment,,False
battle-gen9ubers-6488,10,arceusghost,0.4975124378109453,,kingambit,1.0,,general_scoring,"[('move', 'aurasphere', 320.0), ('switch', 'koraidon', 155.0), ('switch', 'eternatus', 135.0), ('switch', 'kyogre', 115.0), ('move', 'judgment', 75.0), ('move', 'calmmind', 60.0), ('move', 'powergem', 40.0)]",move:aurasphere,320.0,True
