battle_tag,turn,my_pokemon,my_hp_fraction,my_status,opp_pokemon,opp_hp_fraction,opp_status,branch,candidates,chosen_action,chosen_score,we_move_first
battle-gen9ubers-6656,1,ribombee,1.0,,zaciancrowned,1.0,,ribombee_opening,[],move:stickyweb,,False
battle-gen9ubers-6656,2,ribombee,0.0038314176245210726,,zaciancrowned,1.0,,ribombee_opening,[],move:uturn,,False
battle-gen9ubers-6656,2,ribombee,0,FNT,zaciancrowned,1.0,,forced_switch,[],switch:eternatus,,False
battle-gen9ubers-6656,3,eternatus,1.0,,zaciancrowned,1.0,,general_scoring,"[('move', 'fireblast', 220.0), ('switch', 'kyogre', 115.0), ('switch', 'arceusghost', 65.0), ('switch', 'zaciancrowned', 65.0), ('move', 'meteorbeam', 60.0), ('move', 'sludgebomb', 0.0), ('move', 'dynamaxcannon', 0.0), ('switch', 'koraidon', -25.0)]",move:fireblast,220.0,False
battle-gen9ubers-6656,4,eternatus,0.27790973871733965,,zaciancrowned,1.0,,general_scoring,"[('move', 'fireblast', 220.0), ('switch', 'kyogre', 115.0), ('switch', 'arceusghost', 65.0), ('switch', 'zaciancrowned', 65.0), ('move', 'meteorbeam', 60.0), ('move', 'sludgebomb', 0.0), ('move', 'dynamaxcannon', 0.0), ('switch', 'koraidon', -25.0)]",move:fireblast,220.0,False
battle-gen9ubers-6656,4,eternatus,0,FNT,zaciancrowned,1.0,,forced_switch,[],switch:kyogre,,False
battle-gen9ubers-6656,5,kyogre,1.0,,zaciancrowned,1.0,,general_scoring,"[('move', 'earthquake', 200.0), ('move', 'waterfall', 120.0), ('switch', 'arceusghost', 65.0), ('switch', 'zaciancrowned', 65.0), ('move', 'bodyslam', 42.5), ('move', 'terablast', 40.0), ('switch', 'koraidon', -25.0)]",move:earthquake,200.0,False
battle-gen9ubers-6656,5,kyogre,0,FNT,zaciancrowned,0.72,,forced_switch,[],switch:arceusghost,,False
battle-gen9ubers-6656,6,arceusghost,1.0,,zaciancrowned,0.72,,general_scoring,"[('move', 'judgment', 150.0), ('move', 'aurasphere', 80.0), ('switch', 'zaciancrowned', 65.0), ('move', 'powergem', 40.0), ('move', 'calmmind', 0.0), ('switch', 'koraidon', -25.0)]",move:judgment,150.0,False
battle-gen9ubers-6656,7,arceusghost,0.41044776119402987,,zaciancrowned,0.15,,hard_ko,[],move:judgment,,False
battle-gen9ubers-6656,7,arceusghost,0,FNT,zaciancrowned,0.15,,forced_switch,[],switch:zaciancrowned,,False
battle-gen9ubers-6656,8,zaciancrowned,1.0,,zaciancrowned,0.15,,hard_ko,[],move:behemothblade,,False
battle-gen9ubers-6656,9,zaciancrowned,1.0,,kingambit,1.0,,hard_ko,[],move:closecombat,,True
